REF_AREA,INDICATOR,SEX,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,REF_DATE
Germany,Infant mortality rate,Total,1971-07,21.81434464,Deaths per 1000 live births,1971.5
Germany,Infant mortality rate,Total,1970-07,21.7850582,Deaths per 1000 live births,1970.5
Germany,Infant mortality rate,Total,1969-07,22.00398398,Deaths per 1000 live births,1969.5
Germany,Mortality rate age 5 to 14,Total,1969-07,4.522803488,Deaths per 1000 children aged 5,1969.5
Germany,Mortality rate age 5 to 14,Total,1970-07,4.46635325,Deaths per 1000 children aged 5,1970.5
Germany,Mortality rate age 5 to 14,Total,1971-07,4.378338653,Deaths per 1000 children aged 5,1971.5
Germany,Mortality rate age 5 to 14,Total,1972-07,4.256912545,Deaths per 1000 children aged 5,1972.5
Germany,Mortality rate age 5 to 14,Total,1973-07,4.02674656,Deaths per 1000 children aged 5,1973.5
Germany,Mortality rate age 5 to 14,Total,1974-07,3.608922675,Deaths per 1000 children aged 5,1974.5
Germany,Mortality rate age 5 to 14,Total,1975-07,3.68928313,Deaths per 1000 children aged 5,1975.5
Germany,Mortality rate age 5 to 14,Total,1976-07,3.52493469,Deaths per 1000 children aged 5,1976.5
Germany,Mortality rate age 5 to 14,Total,1977-07,3.419471688,Deaths per 1000 children aged 5,1977.5
Germany,Mortality rate age 5 to 14,Total,1978-07,3.311438988,Deaths per 1000 children aged 5,1978.5
Germany,Mortality rate age 5 to 14,Total,1980-07,3.014731271,Deaths per 1000 children aged 5,1980.5
Germany,Mortality rate age 5 to 14,Total,1981-07,2.868062528,Deaths per 1000 children aged 5,1981.5
Germany,Mortality rate age 5 to 14,Total,1982-07,2.702049806,Deaths per 1000 children aged 5,1982.5
Germany,Mortality rate age 5 to 14,Total,1983-07,2.564838404,Deaths per 1000 children aged 5,1983.5
Germany,Mortality rate age 5 to 14,Total,1984-07,2.306440693,Deaths per 1000 children aged 5,1984.5
Germany,Mortality rate age 5 to 14,Total,1985-07,2.308854064,Deaths per 1000 children aged 5,1985.5
Germany,Mortality rate age 5 to 14,Total,1986-07,2.186630443,Deaths per 1000 children aged 5,1986.5
Germany,Mortality rate age 5 to 14,Total,1987-07,2.007363578,Deaths per 1000 children aged 5,1987.5
Germany,Mortality rate age 5 to 14,Total,1988-07,2.145633755,Deaths per 1000 children aged 5,1988.5
Germany,Mortality rate age 5 to 14,Total,1989-07,1.894952602,Deaths per 1000 children aged 5,1989.5
Germany,Mortality rate age 5 to 14,Total,1990-07,2.11273969,Deaths per 1000 children aged 5,1990.5
Germany,Mortality rate age 5 to 14,Total,1991-07,1.876200218,Deaths per 1000 children aged 5,1991.5
Germany,Mortality rate age 5 to 14,Total,1992-07,1.748469755,Deaths per 1000 children aged 5,1992.5
Germany,Mortality rate age 5 to 14,Total,1993-07,1.721572054,Deaths per 1000 children aged 5,1993.5
Germany,Mortality rate age 5 to 14,Total,1994-07,1.600939435,Deaths per 1000 children aged 5,1994.5
Germany,Mortality rate age 5 to 14,Total,1995-07,1.528310922,Deaths per 1000 children aged 5,1995.5
Germany,Mortality rate age 5 to 14,Total,1996-07,1.400861905,Deaths per 1000 children aged 5,1996.5
Germany,Mortality rate age 5 to 14,Total,1997-07,1.339054407,Deaths per 1000 children aged 5,1997.5
Germany,Mortality rate age 5 to 14,Total,1998-07,1.283233967,Deaths per 1000 children aged 5,1998.5
Germany,Mortality rate age 5 to 14,Total,1999-07,1.345407883,Deaths per 1000 children aged 5,1999.5
Germany,Mortality rate age 5 to 14,Total,2000-07,1.227450567,Deaths per 1000 children aged 5,2000.5
Germany,Mortality rate age 5 to 14,Total,2001-07,1.227942958,Deaths per 1000 children aged 5,2001.5
Germany,Mortality rate age 5 to 14,Total,2002-07,1.111706483,Deaths per 1000 children aged 5,2002.5
Germany,Mortality rate age 5 to 14,Total,2003-07,1.228827744,Deaths per 1000 children aged 5,2003.5
Germany,Mortality rate age 5 to 14,Total,2004-07,1.012486515,Deaths per 1000 children aged 5,2004.5
Germany,Mortality rate age 5 to 14,Total,2005-07,1.145680235,Deaths per 1000 children aged 5,2005.5
Germany,Mortality rate age 5 to 14,Total,2006-07,0.977820578,Deaths per 1000 children aged 5,2006.5
Germany,Mortality rate age 5 to 14,Total,2007-07,0.925119047,Deaths per 1000 children aged 5,2007.5
Germany,Mortality rate age 5 to 14,Total,2008-07,0.949886428,Deaths per 1000 children aged 5,2008.5
Germany,Mortality rate age 5 to 14,Total,2009-07,0.94722956,Deaths per 1000 children aged 5,2009.5
Germany,Mortality rate age 5 to 14,Total,2010-07,0.906426569,Deaths per 1000 children aged 5,2010.5
Germany,Mortality rate age 5 to 14,Total,2011-07,0.950244221,Deaths per 1000 children aged 5,2011.5
Germany,Mortality rate age 5 to 14,Total,2012-07,0.841879865,Deaths per 1000 children aged 5,2012.5
Germany,Mortality rate age 5 to 14,Total,2013-07,0.846321217,Deaths per 1000 children aged 5,2013.5
Germany,Mortality rate age 5 to 14,Total,2014-07,0.780930446,Deaths per 1000 children aged 5,2014.5
Germany,Mortality rate age 5 to 14,Total,2015-07,0.793314514,Deaths per 1000 children aged 5,2015.5
Germany,Mortality rate age 5 to 14,Total,1968-06,4.758110695,Deaths per 1000 children aged 5,1968.5
Germany,Mortality rate age 5 to 14,Total,1969-06,4.607496945,Deaths per 1000 children aged 5,1969.5
Germany,Mortality rate age 5 to 14,Total,1970-06,4.458553098,Deaths per 1000 children aged 5,1970.5
Germany,Mortality rate age 5 to 14,Total,1971-06,4.304394847,Deaths per 1000 children aged 5,1971.5
Germany,Mortality rate age 5 to 14,Total,1972-06,4.144279965,Deaths per 1000 children aged 5,1972.5
Germany,Mortality rate age 5 to 14,Total,1973-06,3.981419824,Deaths per 1000 children aged 5,1973.5
Germany,Mortality rate age 5 to 14,Total,1974-06,3.824239829,Deaths per 1000 children aged 5,1974.5
Germany,Mortality rate age 5 to 14,Total,1975-06,3.67628133,Deaths per 1000 children aged 5,1975.5
Germany,Mortality rate age 5 to 14,Total,1976-06,3.535897385,Deaths per 1000 children aged 5,1976.5
Germany,Mortality rate age 5 to 14,Total,1977-06,3.400328193,Deaths per 1000 children aged 5,1977.5
Germany,Mortality rate age 5 to 14,Total,1978-06,3.264317693,Deaths per 1000 children aged 5,1978.5
Germany,Mortality rate age 5 to 14,Total,1979-06,3.123905734,Deaths per 1000 children aged 5,1979.5
Germany,Mortality rate age 5 to 14,Total,1980-06,2.977717499,Deaths per 1000 children aged 5,1980.5
Germany,Mortality rate age 5 to 14,Total,1981-06,2.828812648,Deaths per 1000 children aged 5,1981.5
Germany,Mortality rate age 5 to 14,Total,1982-06,2.68088371,Deaths per 1000 children aged 5,1982.5
Germany,Mortality rate age 5 to 14,Total,1983-06,2.538535773,Deaths per 1000 children aged 5,1983.5
Germany,Mortality rate age 5 to 14,Total,1984-06,2.409596317,Deaths per 1000 children aged 5,1984.5
Germany,Mortality rate age 5 to 14,Total,1985-06,2.297536035,Deaths per 1000 children aged 5,1985.5
Germany,Mortality rate age 5 to 14,Total,1986-06,2.203748693,Deaths per 1000 children aged 5,1986.5
Germany,Mortality rate age 5 to 14,Total,1987-06,2.126812636,Deaths per 1000 children aged 5,1987.5
Germany,Mortality rate age 5 to 14,Total,1988-06,2.060087744,Deaths per 1000 children aged 5,1988.5
Germany,Mortality rate age 5 to 14,Total,1989-06,1.995631101,Deaths per 1000 children aged 5,1989.5
Germany,Mortality rate age 5 to 14,Total,1990-06,1.929784422,Deaths per 1000 children aged 5,1990.5
Germany,Mortality rate age 5 to 14,Total,1991-06,1.857055324,Deaths per 1000 children aged 5,1991.5
Germany,Mortality rate age 5 to 14,Total,1992-06,1.775927661,Deaths per 1000 children aged 5,1992.5
Germany,Mortality rate age 5 to 14,Total,1993-06,1.688891046,Deaths per 1000 children aged 5,1993.5
Germany,Mortality rate age 5 to 14,Total,1994-06,1.602675006,Deaths per 1000 children aged 5,1994.5
Germany,Mortality rate age 5 to 14,Total,1995-06,1.520849253,Deaths per 1000 children aged 5,1995.5
Germany,Mortality rate age 5 to 14,Total,1996-06,1.447093479,Deaths per 1000 children aged 5,1996.5
Germany,Mortality rate age 5 to 14,Total,1997-06,1.383734145,Deaths per 1000 children aged 5,1997.5
Germany,Mortality rate age 5 to 14,Total,1998-06,1.33013201,Deaths per 1000 children aged 5,1998.5
Germany,Mortality rate age 5 to 14,Total,1999-06,1.283489583,Deaths per 1000 children aged 5,1999.5
Germany,Mortality rate age 5 to 14,Total,2000-06,1.242319016,Deaths per 1000 children aged 5,2000.5
Germany,Mortality rate age 5 to 14,Total,2001-06,1.203841045,Deaths per 1000 children aged 5,2001.5
Germany,Mortality rate age 5 to 14,Total,2002-06,1.166341165,Deaths per 1000 children aged 5,2002.5
Germany,Mortality rate age 5 to 14,Total,2003-06,1.129083083,Deaths per 1000 children aged 5,2003.5
Germany,Mortality rate age 5 to 14,Total,2004-06,1.091946056,Deaths per 1000 children aged 5,2004.5
Germany,Mortality rate age 5 to 14,Total,2005-06,1.055232899,Deaths per 1000 children aged 5,2005.5
Germany,Mortality rate age 5 to 14,Total,2006-06,1.020388308,Deaths per 1000 children aged 5,2006.5
Germany,Mortality rate age 5 to 14,Total,2007-06,0.988928141,Deaths per 1000 children aged 5,2007.5
Germany,Mortality rate age 5 to 14,Total,2008-06,0.960586757,Deaths per 1000 children aged 5,2008.5
Germany,Mortality rate age 5 to 14,Total,2009-06,0.934630405,Deaths per 1000 children aged 5,2009.5
Germany,Mortality rate age 5 to 14,Total,2010-06,0.910061546,Deaths per 1000 children aged 5,2010.5
Germany,Mortality rate age 5 to 14,Total,2011-06,0.88590204,Deaths per 1000 children aged 5,2011.5
Germany,Mortality rate age 5 to 14,Total,2012-06,0.861325322,Deaths per 1000 children aged 5,2012.5
Germany,Mortality rate age 5 to 14,Total,2013-06,0.836017572,Deaths per 1000 children aged 5,2013.5
Germany,Mortality rate age 5 to 14,Total,2014-06,0.81094105,Deaths per 1000 children aged 5,2014.5
Germany,Mortality rate age 5 to 14,Total,2015-06,0.786373662,Deaths per 1000 children aged 5,2015.5
Germany,Mortality rate age 5 to 14,Total,2016-06,0.762625984,Deaths per 1000 children aged 5,2016.5
Germany,Mortality rate age 5 to 14,Total,2017-06,0.739445002,Deaths per 1000 children aged 5,2017.5
Germany,Mortality rate age 5 to 14,Total,2018-06,0.717056522,Deaths per 1000 children aged 5,2018.5
Germany,Neonatal deaths,Total,1970-06,15085,Number of deaths,1970.5
Germany,Neonatal deaths,Total,1971-06,13882,Number of deaths,1971.5
Germany,Neonatal deaths,Total,1972-06,12531,Number of deaths,1972.5
Germany,Neonatal deaths,Total,1973-06,11130,Number of deaths,1973.5
Germany,Neonatal deaths,Total,1974-06,9804,Number of deaths,1974.5
Germany,Neonatal deaths,Total,1975-06,8609,Number of deaths,1975.5
Germany,Neonatal deaths,Total,1976-06,7550,Number of deaths,1976.5
Germany,Neonatal deaths,Total,1977-06,6592,Number of deaths,1977.5
Germany,Neonatal deaths,Total,1978-06,5744,Number of deaths,1978.5
Germany,Neonatal deaths,Total,1979-06,5039,Number of deaths,1979.5
Germany,Neonatal deaths,Total,1980-06,4483,Number of deaths,1980.5
Germany,Neonatal deaths,Total,1981-06,4065,Number of deaths,1981.5
Germany,Neonatal deaths,Total,1982-06,3768,Number of deaths,1982.5
Germany,Neonatal deaths,Total,1983-06,3547,Number of deaths,1983.5
Germany,Neonatal deaths,Total,1984-06,3349,Number of deaths,1984.5
Germany,Neonatal deaths,Total,1985-06,3149,Number of deaths,1985.5
Germany,Neonatal deaths,Total,1986-06,2959,Number of deaths,1986.5
Germany,Neonatal deaths,Total,1987-06,2799,Number of deaths,1987.5
Germany,Neonatal deaths,Total,1988-06,2704,Number of deaths,1988.5
Germany,Neonatal deaths,Total,1989-06,2710,Number of deaths,1989.5
Germany,Neonatal deaths,Total,1990-06,2800,Number of deaths,1990.5
Germany,Neonatal deaths,Total,1991-06,2858,Number of deaths,1991.5
Germany,Neonatal deaths,Total,1992-06,2789,Number of deaths,1992.5
Germany,Neonatal deaths,Total,1993-06,2640,Number of deaths,1993.5
Germany,Neonatal deaths,Total,1994-06,2504,Number of deaths,1994.5
Germany,Neonatal deaths,Total,1995-06,2419,Number of deaths,1995.5
Germany,Neonatal deaths,Total,1996-06,2352,Number of deaths,1996.5
Germany,Neonatal deaths,Total,1997-06,2276,Number of deaths,1997.5
Germany,Neonatal deaths,Total,1998-06,2194,Number of deaths,1998.5
Germany,Neonatal deaths,Total,1999-06,2125,Number of deaths,1999.5
Germany,Neonatal deaths,Total,2000-06,2073,Number of deaths,2000.5
Germany,Neonatal deaths,Total,2001-06,2023,Number of deaths,2001.5
Germany,Neonatal deaths,Total,2002-06,1965,Number of deaths,2002.5
Germany,Neonatal deaths,Total,2003-06,1903,Number of deaths,2003.5
Germany,Neonatal deaths,Total,2004-06,1852,Number of deaths,2004.5
Germany,Neonatal deaths,Total,2005-06,1813,Number of deaths,2005.5
Germany,Neonatal deaths,Total,2006-06,1770,Number of deaths,2006.5
Germany,Neonatal deaths,Total,2007-06,1710,Number of deaths,2007.5
Germany,Neonatal deaths,Total,2008-06,1644,Number of deaths,2008.5
Germany,Neonatal deaths,Total,2009-06,1592,Number of deaths,2009.5
Germany,Neonatal deaths,Total,2010-06,1566,Number of deaths,2010.5
Germany,Neonatal deaths,Total,2011-06,1562,Number of deaths,2011.5
Germany,Neonatal deaths,Total,2012-06,1573,Number of deaths,2012.5
Germany,Neonatal deaths,Total,2013-06,1595,Number of deaths,2013.5
Germany,Neonatal deaths,Total,2014-06,1627,Number of deaths,2014.5
Germany,Neonatal deaths,Total,2015-06,1662,Number of deaths,2015.5
Germany,Neonatal deaths,Total,2016-06,1692,Number of deaths,2016.5
Germany,Neonatal deaths,Total,2017-06,1703,Number of deaths,2017.5
Germany,Neonatal deaths,Total,2018-06,1694,Number of deaths,2018.5
Germany,Neonatal mortality rate,Total,1969-06,14.3108907,Deaths per 1000 live births,1969.5
Germany,Neonatal mortality rate,Total,1970-06,14.14794153,Deaths per 1000 live births,1970.5
Germany,Neonatal mortality rate,Total,1971-06,13.87918806,Deaths per 1000 live births,1971.5
Germany,Neonatal mortality rate,Total,1972-06,13.33425241,Deaths per 1000 live births,1972.5
Germany,Neonatal mortality rate,Total,1973-06,12.52098084,Deaths per 1000 live births,1973.5
Germany,Neonatal mortality rate,Total,1974-06,11.53419705,Deaths per 1000 live births,1974.5
Germany,Neonatal mortality rate,Total,1975-06,10.44748023,Deaths per 1000 live births,1975.5
Germany,Neonatal mortality rate,Total,1976-06,9.320136971,Deaths per 1000 live births,1976.5
Germany,Neonatal mortality rate,Total,1977-06,8.192269526,Deaths per 1000 live births,1977.5
Germany,Neonatal mortality rate,Total,1978-06,7.142515889,Deaths per 1000 live births,1978.5
Germany,Neonatal mortality rate,Total,1979-06,6.242039414,Deaths per 1000 live births,1979.5
Germany,Neonatal mortality rate,Total,1980-06,5.518063337,Deaths per 1000 live births,1980.5
Germany,Neonatal mortality rate,Total,1981-06,4.961210703,Deaths per 1000 live births,1981.5
Germany,Neonatal mortality rate,Total,1982-06,4.551711748,Deaths per 1000 live births,1982.5
Germany,Neonatal mortality rate,Total,1983-06,4.238265034,Deaths per 1000 live births,1983.5
Germany,Neonatal mortality rate,Total,1984-06,3.961020053,Deaths per 1000 live births,1984.5
Germany,Neonatal mortality rate,Total,1985-06,3.695871081,Deaths per 1000 live births,1985.5
Germany,Neonatal mortality rate,Total,1986-06,3.461875106,Deaths per 1000 live births,1986.5
Germany,Neonatal mortality rate,Total,1987-06,3.278769177,Deaths per 1000 live births,1987.5
Germany,Neonatal mortality rate,Total,1988-06,3.185238029,Deaths per 1000 live births,1988.5
Germany,Neonatal mortality rate,Total,1989-06,3.225727074,Deaths per 1000 live births,1989.5
Germany,Neonatal mortality rate,Total,1990-06,3.377981574,Deaths per 1000 live births,1990.5
Germany,Neonatal mortality rate,Total,1991-06,3.498119911,Deaths per 1000 live births,1991.5
Germany,Neonatal mortality rate,Total,1992-06,3.460985267,Deaths per 1000 live births,1992.5
Germany,Neonatal mortality rate,Total,1993-06,3.313435985,Deaths per 1000 live births,1993.5
Germany,Neonatal mortality rate,Total,1994-06,3.170393726,Deaths per 1000 live births,1994.5
Germany,Neonatal mortality rate,Total,1995-06,3.08212214,Deaths per 1000 live births,1995.5
Germany,Neonatal mortality rate,Total,1996-06,3.014048095,Deaths per 1000 live births,1996.5
Germany,Neonatal mortality rate,Total,1997-06,2.935143685,Deaths per 1000 live births,1997.5
Germany,Neonatal mortality rate,Total,1998-06,2.855153438,Deaths per 1000 live births,1998.5
Germany,Neonatal mortality rate,Total,1999-06,2.798115934,Deaths per 1000 live births,1999.5
Germany,Neonatal mortality rate,Total,2000-06,2.768668235,Deaths per 1000 live births,2000.5
Germany,Neonatal mortality rate,Total,2001-06,2.746893482,Deaths per 1000 live births,2001.5
Germany,Neonatal mortality rate,Total,2002-06,2.714238454,Deaths per 1000 live births,2002.5
Germany,Neonatal mortality rate,Total,2003-06,2.67374612,Deaths per 1000 live births,2003.5
Germany,Neonatal mortality rate,Total,2004-06,2.642107026,Deaths per 1000 live births,2004.5
Germany,Neonatal mortality rate,Total,2005-06,2.620083066,Deaths per 1000 live births,2005.5
Germany,Neonatal mortality rate,Total,2006-06,2.585901513,Deaths per 1000 live births,2006.5
Germany,Neonatal mortality rate,Total,2007-06,2.517908406,Deaths per 1000 live births,2007.5
Germany,Neonatal mortality rate,Total,2008-06,2.43225298,Deaths per 1000 live births,2008.5
Germany,Neonatal mortality rate,Total,2009-06,2.359929703,Deaths per 1000 live births,2009.5
Germany,Neonatal mortality rate,Total,2010-06,2.315261935,Deaths per 1000 live births,2010.5
Germany,Neonatal mortality rate,Total,2011-06,2.290213856,Deaths per 1000 live births,2011.5
Germany,Neonatal mortality rate,Total,2012-06,2.274690288,Deaths per 1000 live births,2012.5
Germany,Neonatal mortality rate,Total,2013-06,2.264932856,Deaths per 1000 live births,2013.5
Germany,Neonatal mortality rate,Total,2014-06,2.260668842,Deaths per 1000 live births,2014.5
Germany,Neonatal mortality rate,Total,2015-06,2.257989372,Deaths per 1000 live births,2015.5
Germany,Neonatal mortality rate,Total,2016-06,2.248182068,Deaths per 1000 live births,2016.5
Germany,Neonatal mortality rate,Total,2017-06,2.220280202,Deaths per 1000 live births,2017.5
Germany,Neonatal mortality rate,Total,2018-06,2.176474893,Deaths per 1000 live births,2018.5
Germany,Neonatal mortality rate,Total,2015-07,2.30485,Deaths per 1000 live births,2015.5
Germany,Neonatal mortality rate,Total,2014-07,2.249181,Deaths per 1000 live births,2014.5
Germany,Neonatal mortality rate,Total,2013-07,2.240243,Deaths per 1000 live births,2013.5
Germany,Neonatal mortality rate,Total,2012-07,2.192878,Deaths per 1000 live births,2012.5
Germany,Neonatal mortality rate,Total,2011-07,2.420456,Deaths per 1000 live births,2011.5
Germany,Neonatal mortality rate,Total,2010-07,2.273039,Deaths per 1000 live births,2010.5
Germany,Neonatal mortality rate,Total,2009-07,2.325819,Deaths per 1000 live births,2009.5
Germany,Neonatal mortality rate,Total,2008-07,2.35453,Deaths per 1000 live births,2008.5
Germany,Neonatal mortality rate,Total,2007-07,2.66039,Deaths per 1000 live births,2007.5
Germany,Neonatal mortality rate,Total,2006-07,2.583526,Deaths per 1000 live births,2006.5
Germany,Neonatal mortality rate,Total,2005-07,2.526994,Deaths per 1000 live births,2005.5
Germany,Neonatal mortality rate,Total,2004-07,2.681322,Deaths per 1000 live births,2004.5
Germany,Neonatal mortality rate,Total,2003-07,2.749317,Deaths per 1000 live births,2003.5
Germany,Neonatal mortality rate,Total,2002-07,2.750087,Deaths per 1000 live births,2002.5
Germany,Neonatal mortality rate,Total,2001-07,2.687634,Deaths per 1000 live births,2001.5
Germany,Neonatal mortality rate,Total,2000-07,2.72762,Deaths per 1000 live births,2000.5
Germany,Neonatal mortality rate,Total,1999-07,2.864764,Deaths per 1000 live births,1999.5
Germany,Neonatal mortality rate,Total,1998-07,2.8037,Deaths per 1000 live births,1998.5
Germany,Neonatal mortality rate,Total,1997-07,2.893472,Deaths per 1000 live births,1997.5
Germany,Neonatal mortality rate,Total,1996-07,2.999943,Deaths per 1000 live births,1996.5
Germany,Neonatal mortality rate,Total,1995-07,3.179474,Deaths per 1000 live births,1995.5
Germany,Neonatal mortality rate,Total,1994-07,3.222441,Deaths per 1000 live births,1994.5
Germany,Neonatal mortality rate,Total,1993-07,3.129826,Deaths per 1000 live births,1993.5
Germany,Neonatal mortality rate,Total,1992-07,3.393836,Deaths per 1000 live births,1992.5
Germany,Neonatal mortality rate,Total,1991-07,3.495101,Deaths per 1000 live births,1991.5
Germany,Neonatal mortality rate,Total,1990-07,3.728711,Deaths per 1000 live births,1990.5
Germany,Neonatal mortality rate,Total,1989-07,3.091569,Deaths per 1000 live births,1989.5
Germany,Neonatal mortality rate,Total,1988-07,3.029139,Deaths per 1000 live births,1988.5
Germany,Neonatal mortality rate,Total,1987-07,3.429846,Deaths per 1000 live births,1987.5
Germany,Neonatal mortality rate,Total,1986-07,3.533231,Deaths per 1000 live births,1986.5
Germany,Neonatal mortality rate,Total,1985-07,3.572118,Deaths per 1000 live births,1985.5
Germany,Neonatal mortality rate,Total,1984-07,3.953012,Deaths per 1000 live births,1984.5
Germany,Neonatal mortality rate,Total,1983-07,4.211693,Deaths per 1000 live births,1983.5
Germany,Neonatal mortality rate,Total,1982-07,4.45154,Deaths per 1000 live births,1982.5
Germany,Neonatal mortality rate,Total,1981-07,5.055098,Deaths per 1000 live births,1981.5
Germany,Neonatal mortality rate,Total,1980-07,5.619152,Deaths per 1000 live births,1980.5
Germany,Neonatal mortality rate,Total,1978-07,6.597668,Deaths per 1000 live births,1978.5
Germany,Neonatal mortality rate,Total,1977-07,8.6754,Deaths per 1000 live births,1977.5
Germany,Neonatal mortality rate,Total,1976-07,8.992476,Deaths per 1000 live births,1976.5
Germany,Neonatal mortality rate,Total,1975-07,10.63006,Deaths per 1000 live births,1975.5
Germany,Neonatal mortality rate,Total,1974-07,11.8771,Deaths per 1000 live births,1974.5
Germany,Neonatal mortality rate,Total,1973-07,12.8522,Deaths per 1000 live births,1973.5
Germany,Neonatal mortality rate,Total,1972-07,13.23009,Deaths per 1000 live births,1972.5
Germany,Neonatal mortality rate,Total,1971-07,13.74679,Deaths per 1000 live births,1971.5
Germany,Neonatal mortality rate,Total,1970-07,14.22494,Deaths per 1000 live births,1970.5
Germany,Neonatal mortality rate,Total,1969-07,14.16266,Deaths per 1000 live births,1969.5
Germany,Under-five deaths,Female,1973-06,8988,Number of deaths,1973.5
Germany,Under-five deaths,Female,1974-06,8149,Number of deaths,1974.5
Germany,Under-five deaths,Female,1975-06,7420,Number of deaths,1975.5
Germany,Under-five deaths,Female,1976-06,6790,Number of deaths,1976.5
Germany,Under-five deaths,Female,1977-06,6266,Number of deaths,1977.5
Germany,Under-five deaths,Female,1978-06,5822,Number of deaths,1978.5
Germany,Under-five deaths,Female,1979-06,5446,Number of deaths,1979.5
Germany,Under-five deaths,Female,1980-06,5126,Number of deaths,1980.5
Germany,Under-five deaths,Female,1981-06,4840,Number of deaths,1981.5
Germany,Under-five deaths,Female,1982-06,4595,Number of deaths,1982.5
Germany,Under-five deaths,Female,1983-06,4377,Number of deaths,1983.5
Germany,Under-five deaths,Female,1984-06,4179,Number of deaths,1984.5
Germany,Under-five deaths,Female,1985-06,3996,Number of deaths,1985.5
Germany,Under-five deaths,Female,1986-06,3803,Number of deaths,1986.5
Germany,Under-five deaths,Female,1987-06,3613,Number of deaths,1987.5
Germany,Under-five deaths,Female,1988-06,3409,Number of deaths,1988.5
Germany,Under-five deaths,Female,1989-06,3219,Number of deaths,1989.5
Germany,Under-five deaths,Female,1990-06,3017,Number of deaths,1990.5
Germany,Under-five deaths,Female,1991-06,2819,Number of deaths,1991.5
Germany,Under-five deaths,Female,1992-06,2643,Number of deaths,1992.5
Germany,Under-five deaths,Female,1993-06,2469,Number of deaths,1993.5
Germany,Under-five deaths,Female,1994-06,2318,Number of deaths,1994.5
Germany,Under-five deaths,Female,1995-06,2198,Number of deaths,1995.5
Germany,Under-five deaths,Female,1996-06,2088,Number of deaths,1996.5
Germany,Under-five deaths,Female,1997-06,1992,Number of deaths,1997.5
Germany,Under-five deaths,Female,1998-06,1906,Number of deaths,1998.5
Germany,Under-five deaths,Female,1999-06,1832,Number of deaths,1999.5
Germany,Under-five deaths,Female,2000-06,1761,Number of deaths,2000.5
Germany,Under-five deaths,Female,2001-06,1693,Number of deaths,2001.5
Germany,Under-five deaths,Female,2002-06,1632,Number of deaths,2002.5
Germany,Under-five deaths,Female,2003-06,1569,Number of deaths,2003.5
Germany,Under-five deaths,Female,2004-06,1508,Number of deaths,2004.5
Germany,Under-five deaths,Female,2005-06,1449,Number of deaths,2005.5
Germany,Under-five deaths,Female,2006-06,1395,Number of deaths,2006.5
Germany,Under-five deaths,Female,2007-06,1345,Number of deaths,2007.5
Germany,Under-five deaths,Female,2008-06,1303,Number of deaths,2008.5
Germany,Under-five deaths,Female,2009-06,1268,Number of deaths,2009.5
Germany,Under-five deaths,Female,2010-06,1242,Number of deaths,2010.5
Germany,Under-five deaths,Female,2011-06,1226,Number of deaths,2011.5
Germany,Under-five deaths,Female,2012-06,1218,Number of deaths,2012.5
Germany,Under-five deaths,Female,2013-06,1218,Number of deaths,2013.5
Germany,Under-five deaths,Female,2014-06,1227,Number of deaths,2014.5
Germany,Under-five deaths,Female,2015-06,1240,Number of deaths,2015.5
Germany,Under-five deaths,Female,2016-06,1250,Number of deaths,2016.5
Germany,Under-five deaths,Female,2017-06,1254,Number of deaths,2017.5
Germany,Under-five deaths,Female,2018-06,1249,Number of deaths,2018.5
Germany,Under-five deaths,Male,1973-06,12479,Number of deaths,1973.5
Germany,Under-five deaths,Male,1974-06,11293,Number of deaths,1974.5
Germany,Under-five deaths,Male,1975-06,10235,Number of deaths,1975.5
Germany,Under-five deaths,Male,1976-06,9351,Number of deaths,1976.5
Germany,Under-five deaths,Male,1977-06,8611,Number of deaths,1977.5
Germany,Under-five deaths,Male,1978-06,7989,Number of deaths,1978.5
Germany,Under-five deaths,Male,1979-06,7458,Number of deaths,1979.5
Germany,Under-five deaths,Male,1980-06,6995,Number of deaths,1980.5
Germany,Under-five deaths,Male,1981-06,6600,Number of deaths,1981.5
Germany,Under-five deaths,Male,1982-06,6246,Number of deaths,1982.5
Germany,Under-five deaths,Male,1983-06,5936,Number of deaths,1983.5
Germany,Under-five deaths,Male,1984-06,5662,Number of deaths,1984.5
Germany,Under-five deaths,Male,1985-06,5415,Number of deaths,1985.5
Germany,Under-five deaths,Male,1986-06,5186,Number of deaths,1986.5
Germany,Under-five deaths,Male,1987-06,4941,Number of deaths,1987.5
Germany,Under-five deaths,Male,1988-06,4689,Number of deaths,1988.5
Germany,Under-five deaths,Male,1989-06,4402,Number of deaths,1989.5
Germany,Under-five deaths,Male,1990-06,4112,Number of deaths,1990.5
Germany,Under-five deaths,Male,1991-06,3824,Number of deaths,1991.5
Germany,Under-five deaths,Male,1992-06,3541,Number of deaths,1992.5
Germany,Under-five deaths,Male,1993-06,3301,Number of deaths,1993.5
Germany,Under-five deaths,Male,1994-06,3093,Number of deaths,1994.5
Germany,Under-five deaths,Male,1995-06,2907,Number of deaths,1995.5
Germany,Under-five deaths,Male,1996-06,2755,Number of deaths,1996.5
Germany,Under-five deaths,Male,1997-06,2624,Number of deaths,1997.5
Germany,Under-five deaths,Male,1998-06,2506,Number of deaths,1998.5
Germany,Under-five deaths,Male,1999-06,2394,Number of deaths,1999.5
Germany,Under-five deaths,Male,2000-06,2293,Number of deaths,2000.5
Germany,Under-five deaths,Male,2001-06,2199,Number of deaths,2001.5
